path,sha256,category,line,excerpt
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ARC1_CERTIFICATES.json,a4194b5be2f8bcc3309dd4d2089a5b6e828f6637ca2105b4aa364f8aacd0c4a1,release_label,55,"""ARC1-K"": {"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ARC1_CERTIFICATES.json,a4194b5be2f8bcc3309dd4d2089a5b6e828f6637ca2105b4aa364f8aacd0c4a1,release_label,59,"""ARC1-L"": {"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ARC1_CERTIFICATES.json,a4194b5be2f8bcc3309dd4d2089a5b6e828f6637ca2105b4aa364f8aacd0c4a1,release_label,63,"""ARC1-M"": {"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ARC1_CERTIFICATES.json,a4194b5be2f8bcc3309dd4d2089a5b6e828f6637ca2105b4aa364f8aacd0c4a1,release_label,67,"""ARC1-N"": {"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,release_label,1,# Corrected ARC1 assumptions lock
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,release_label,5,The sealed NP1 R1.0 archive has SHA-256
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,release_label,7,"Its external sidecar, nested TF1 gate, closed-world package manifest,"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,release_label,11,NP1 Section 5 is treated as a reformulation and proof packaging of R1.1
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,scope_warning,33,## Scope
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,correction,1,# Corrected ARC1 assumptions lock
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,fixed_moving,13,not reopened by the moving-direction falsifier.
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,fixed_moving,15,## Locked moving-direction object
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,real_complex,21,where `v` is a real-analytic or complex-analytic one-variable germ. The
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,real_complex,37,- Real and complex leading constants are distinguished.
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,reproducibility,5,The sealed NP1 R1.0 archive has SHA-256
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,reproducibility,7,"Its external sidecar, nested TF1 gate, closed-world package manifest,"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,symbol_R,29,"`R=v1*v2*(v3-v4)+v3*v4*(v1-v2)`,"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/ASSUMPTIONS_LOCK.md,56d218e51b3efdb328970653f730899c23ab6968df4765720500002d7181187c,symbol_R,31,with `R+(v2+v4)Q+v2*v4*ell=0`.
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CLAIM_AND_NOVELTY_LEDGER.md,0de3033295e06312cb9cba2f277d104ad794794a184868f9e62111b708564980,release_label,5,| NP1 fixed-fibre trichotomy | Previously proved | R1.1 Corollary 8.3; NP1 is proof/reproducibility packaging |
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CLAIM_AND_NOVELTY_LEDGER.md,0de3033295e06312cb9cba2f277d104ad794794a184868f9e62111b708564980,release_label,5,| NP1 fixed-fibre trichotomy | Previously proved | R1.1 Corollary 8.3; NP1 is proof/reproducibility packaging |
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CLAIM_AND_NOVELTY_LEDGER.md,0de3033295e06312cb9cba2f277d104ad794794a184868f9e62111b708564980,release_label,6,| Outer epsilon powers must remain | Exact bookkeeping | Correction of the withdrawn ARC1 target |
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CLAIM_AND_NOVELTY_LEDGER.md,0de3033295e06312cb9cba2f277d104ad794794a184868f9e62111b708564980,scope_warning,15,| Necessary signed-graph parity theorem | Not proved here | Companion programme only |
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CLAIM_AND_NOVELTY_LEDGER.md,0de3033295e06312cb9cba2f277d104ad794794a184868f9e62111b708564980,correction,6,| Outer epsilon powers must remain | Exact bookkeeping | Correction of the withdrawn ARC1 target |
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CLAIM_AND_NOVELTY_LEDGER.md,0de3033295e06312cb9cba2f277d104ad794794a184868f9e62111b708564980,citation,14,"| Arc valuations, Newton polyhedra or tropical faces invented here | Not claimed | Established prior art |"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,13,"""ARC1-0"": f[""vertices""]==[[1,3,2],[2,4,0]] and f[""unit_real_clocks""][""6""]=={""real"":""1/12"",""imag"":""1/6""} and f[""complex_c_t_minus_2i""][""6""]=={""real"":""0"",""imag"":""0""} and f[""complex_c_t_minus_2i""][""7""]=={""real"":""4/5"",""imag"":""0""},"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,14,"""ARC1-A"": p[""classifier_cases""][0][""vertices""]==[[1,3,0]],"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,15,"""ARC1-B"": p[""classifier_cases""][2][""vertices""]==[[1,3,3],[2,4,0]],"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,16,"""ARC1-C"": p[""classifier_cases""][3][""vertices""]==[[1,3,2]],"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,17,"""ARC1-D"": p[""classifier_cases""][1][""vertices""]==[[1,3,2],[2,4,0]],"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,18,"""ARC1-E"": p[""protocol""][""tie""]==""c*(alpha-beta)=a+b"" and p[""protocol""][""tie_when_c_equals_b""]==""a=b*(alpha-beta-1)"","
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,19,"""ARC1-F"": f[""complex_c_t_minus_2i""][""6""]=={""real"":""0"",""imag"":""0""} and f[""unit_real_clocks""][""6""][""real""]!=""0"" and f[""unit_real_clocks""][""6""][""imag""]!=""0"","
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,20,"""ARC1-G"": p[""algebra_checks""][""nonzero_R_stratum_II""]=={""v"":[2,0,-1,1],""ell"":""0"",""Q"":""2"",""R"":""-2"",""cubic_point"":[3,5,0],""dominated_by"":[2,4,0]},"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,21,"""ARC1-H"": b[""status""]==""PASS"","
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,22,"""ARC1-I"": p[""algebra_checks""][""parameterisation_trap""]=={""moving_alpha"":2,""moving_beta"":0,""actual_d_alpha"":3,""actual_d_beta"":2},"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,23,"""ARC1-J"": p[""classifier_cases""][-1][""vertices""]==[] and len(p[""algebra_checks""][""dark_component_points""])==3,"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,24,"""ARC1-K"": all(read(""np1_controls.json"")[""controls""].get(f""NP1-{x}"")==""PASS"" for x in ""ABCDEFGHIJKLMNO""),"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,24,"""ARC1-K"": all(read(""np1_controls.json"")[""controls""].get(f""NP1-{x}"")==""PASS"" for x in ""ABCDEFGHIJKLMNO""),"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,25,"""ARC1-L"": core(p)==core(a)==core(b),"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,26,"""ARC1-M"": p[""baseline""]=={""krylov_relation"":""H0^2*e0=4*e0+2*H0*e0"",""certificates_commute"":True,""group"":""Klein four"",""joint_fixed_dimension"":2,""joint_fixed_space"":""span{e0,e1+e2+e3+e4}""}"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,release_label,27,",""ARC1-N"": census[""cases""]==35 and census[""all_exact_matches""] is True and census[""proof_status""].startswith(""bug detector"")"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,real_complex,13,"""ARC1-0"": f[""vertices""]==[[1,3,2],[2,4,0]] and f[""unit_real_clocks""][""6""]=={""real"":""1/12"",""imag"":""1/6""} and f[""complex_c_t_minus_2i""][""6""]=={""real"":""0"",""imag"":""0""} and f[""complex_c_t_minus_2i""][""7""]=={""real"":""4/5"",""imag"":""0""},"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,real_complex,19,"""ARC1-F"": f[""complex_c_t_minus_2i""][""6""]=={""real"":""0"",""imag"":""0""} and f[""unit_real_clocks""][""6""][""real""]!=""0"" and f[""unit_real_clocks""][""6""][""imag""]!=""0"","
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/compare_and_controls.py,ab2d8ca050aa21c091725064ac5bab336028118670b2a224f48f043dc1716a60,symbol_R,20,"""ARC1-G"": p[""algebra_checks""][""nonzero_R_stratum_II""]=={""v"":[2,0,-1,1],""ell"":""0"",""Q"":""2"",""R"":""-2"",""cubic_point"":[3,5,0],""dominated_by"":[2,4,0]},"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/integrity_gate.py,747236df3f961c61e7c07b369ff1f8f04010b1a143c223faba0ec587369b3ac4,release_label,21,"if sem!={""M3A_NEWTON_PROTOCOL_ATLAS_NP1_R1_0.zip"":""3ff2aa673ec69b980ac31b1e2a55fe5c4125bf1de7b6ff54ac6ac4b6edfe491f""}:raise RuntimeError(""NP1 sidecar semantics"")"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/integrity_gate.py,747236df3f961c61e7c07b369ff1f8f04010b1a143c223faba0ec587369b3ac4,release_label,25,"if z.testzip() is not None:raise RuntimeError(""NP1 CRC failure"")"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/integrity_gate.py,747236df3f961c61e7c07b369ff1f8f04010b1a143c223faba0ec587369b3ac4,release_label,26,"if len(names)!=len(set(names)) or len(names)!=len({n.casefold() for n in names}):raise RuntimeError(""NP1 duplicate path"")"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/integrity_gate.py,747236df3f961c61e7c07b369ff1f8f04010b1a143c223faba0ec587369b3ac4,release_label,29,"if ""\\"" in n or n.startswith((""/"",""\\"")) or re.match(r""^[A-Za-z]:"",n) or "".."" in pathlib.PurePosixPath(n).parts:raise RuntimeError(""NP1 unsafe path"")"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/integrity_gate.py,747236df3f961c61e7c07b369ff1f8f04010b1a143c223faba0ec587369b3ac4,release_label,30,"if stat.S_ISLNK((info.external_attr>>16)&0xffff):raise RuntimeError(""NP1 symlink"")"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/integrity_gate.py,747236df3f961c61e7c07b369ff1f8f04010b1a143c223faba0ec587369b3ac4,release_label,32,"if len(mans)!=1:raise RuntimeError(""NP1 manifest cardinality"")"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/integrity_gate.py,747236df3f961c61e7c07b369ff1f8f04010b1a143c223faba0ec587369b3ac4,release_label,36,"if set(manifest)!=files:raise RuntimeError(""NP1 internal closed-world mismatch"")"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/integrity_gate.py,747236df3f961c61e7c07b369ff1f8f04010b1a143c223faba0ec587369b3ac4,release_label,38,"if hashlib.sha256(z.read(prefix+n)).hexdigest()!=h:raise RuntimeError(f""NP1 internal hash: {n}"")"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/integrity_gate.py,747236df3f961c61e7c07b369ff1f8f04010b1a143c223faba0ec587369b3ac4,release_label,40,"if ""PASS_NEWTON_PROTOCOL_ATLAS"" not in assessment or ""READY_FOR_ARC1"" not in assessment:raise RuntimeError(""NP1 status gate"")"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/integrity_gate.py,747236df3f961c61e7c07b369ff1f8f04010b1a143c223faba0ec587369b3ac4,release_label,43,"if (ROOT/""INPUTS""/n).read_bytes()!=z.read(prefix+n):raise RuntimeError(f""copied NP1 input mismatch: {n}"")"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/integrity_gate.py,747236df3f961c61e7c07b369ff1f8f04010b1a143c223faba0ec587369b3ac4,release_label,46,"if set(controls)!={f""NP1-{x}"" for x in ""ABCDEFGHIJKLMNO""} or any(v!=""PASS"" for v in controls.values()):raise RuntimeError(""NP1 controls gate"")"
_ARC1_CLARIFICATION_WORK/ARC1_FRESH/_ARC1_CORRECTED_WORK/FRESH_VERIFY_R1_0/M3A_THREE_SCALE_MOVING_DIRECTION_ARC1/CODE_PRIMARY/integrity_gate.py,747236df3f961c61e7c07b369ff1f8f04010b1a143c223faba0ec587369b3ac4,release_label,46,"if set(controls)!={f""NP1-{x}"" for x in ""ABCDEFGHIJKLMNO""} or any(v!=""PASS"" for v in controls.values()):raise RuntimeError(""NP1 controls gate"")"
